chart_date,show_id,show_name,in_corpus,charted,rank,publisher
20260901,1876034889,Breaking News from Pod Save America,1,1,48,Crooked Media
20260901,1551582052,The Lincoln Project,1,1,69,The Lincoln Project
20260901,158004641,Political Gabfest,1,1,99,Slate Podcasts
20260901,1303660358,The Fox News Rundown,1,1,51,FOX News Podcasts
20260901,1743030473,The Rest Is Politics: US,1,1,29,Goalhanger
20260901,1490993194,Advisory Opinions,1,1,35,The Dispatch
20260901,1586423406,The Focus Group Podcast,1,1,114,The Bulwark
20260901,91959525,This Week with George Stephanopoulos,1,1,153,ABC News
20260901,1529346075,Impolitic with John Heilemann,1,1,92,Audacy | Puck
20260901,1515399733,No Lie with Brian Tyler Cohen,1,1,83,Brian Tyler Cohen
20260901,1169056746,The Playbook Podcast,1,1,53,POLITICO
20260901,1495251160,John Solomon Reports,1,1,60,John Solomon
20260901,1549272440,The Daily Punch,1,1,63,Punchbowl News
20260901,1291144720,The Remnant with Jonah Goldberg,1,1,54,The Dispatch
20260901,1725387804,The Illegal News with Sarah Longwell,1,1,124,The Bulwark
20260901,1810218232,Next Up with Mark Halperin,1,1,59,MK Media
20260901,78911087,Face the Nation with Margaret Brennan,1,1,197,CBS News
20260901,597919007,The Young Turks,1,1,46,TYT Network
20260901,1314368109,The 11th Hour with Ali Velshi,1,1,41,"MS NOW, Ali Velshi"
20260901,1536169792,Talkin‘ Politics & Religion Without Killin‘ Each Other,1,1,88,"Scan Media, LLC"
20260901,929121341,Louder with Crowder,1,1,18,Louder with Crowder
20260901,1386375601,The Ben Ferguson Podcast,1,1,75,iHeartPodcasts
20260901,1818418128,Pod Force One,1,1,104,New York Post
20260901,402050558,The David Pakman Show,1,1,37,David Pakman
20260901,219258773,Brian Kilmeade Show,1,1,70,FOX News Podcasts
20260901,1265845136,Stay Tuned with Preet,1,1,19,Preet Bharara
20260901,1474001390,TRUE ANON TRUTH FEED,1,1,71,TrueAnon
20260901,1506127536,Making the Argument with Nick Freitas,1,1,52,Nick Freitas
20260901,1681586867,The Warning with Steve Schmidt,1,1,64,iHeartPodcasts
20260901,1873028393,Politics Chat,1,1,58,Heather Cox Richardson
20260901,1679657705,Main Justice,1,1,22,"MS NOW, Andrew Weissmann, Mary McCord"
20260901,1138657182,Liberty Lockdown,1,1,91,Clint Russell
20260901,402306412,The Majority Report with Sam Seder,1,1,49,Sam Seder
20260901,1364113251,The Beat with Ari Melber,1,1,39,"Ari Melber, MS NOW"
20260901,354628391,Renegade Talk Radio,1,1,94,Renegade Talk Radio
20260901,1595408601,The PoliticsGirl Podcast,1,0,,
20260901,1467297559,Hacks On Tap,1,1,17,Vox Media
20260901,1728152109,THE DAILY BLAST with Greg Sargent,1,1,23,Greg Sargent
20260901,1484862164,Politics War Room with James Carville & Al Hunt,1,1,55,Politicon
20260901,1452065072,Newt's World,1,1,185,Gingrich 360
20260901,1790957194,The 47 Morning Update with Ben Ferguson,1,1,80,iHeartPodcasts
20260901,1462703434,Know Your Enemy,1,1,123,Matthew Sitman
20260901,1886801652,Sidebar with Katie Phang,1,0,,
20260901,1584730781,The Benny Show,1,1,66,Benny Johnson
20260901,1517313007,The Hugh Hewitt Show: Highly Concentrated,1,1,57,Salem Podcast Network
20260901,1441649707,Straight White American Jesus,1,1,100,Bradley Onishi + Daniel Miller
20260901,1195206601,The Intercept Briefing,1,1,219,The Intercept
20260901,1538788132,Tangle,1,1,67,Isaac Saul
20260901,1294461271,GZERO World with Ian Bremmer,1,1,205,GZERO Media
20260901,1585243541,Human Events Daily with Jack Posobiec,1,1,120,Human Events with Jack Posobiec
20260901,1253076699,The Michael Berry Show,1,1,76,KTRH (KTRH-AM)
20260901,1635418897,The Chris Cuomo Project,1,1,81,Chris Cuomo
20260901,969924303,The Skepticrat,1,0,,
20260901,1623855270,The Foreign Affairs Interview,1,1,82,Foreign Affairs Magazine
20260901,73331636,The Brian Lehrer Show,1,1,77,WNYC
20260901,1822142909,Glenn Diesen - Greater Eurasia Podcast,1,1,107,Glenn Diesen
20260901,1072469956,Fox Across America w/ Jimmy Failla,1,1,90,FOX News Podcasts
20260901,1218054701,Rev Left Radio,1,1,122,Revolutionary Left Radio
20260901,1456850698,The Graham Allen Show,1,1,112,Graham Allen
20260901,1805186512,Going Rogue with Lara Logan,1,1,118,Lara Logan
20260901,1509826894,RealClearPolitics Podcast,1,1,73,"RealClearPolitics, Carl Cannon, Tom Bevan"
20260901,716825890,The Tom Woods Show,1,1,95,Tom Woods
20260901,1820648828,The Joy Reid Show,1,1,105,Joy-Ann Reid
20260901,1889705401,Nobody Knows Anything,1,0,,
20260901,1573813504,The Smerconish Podcast,1,1,72,SiriusXM
20260901,1696974077,The Source with Kaitlan Collins,1,1,61,CNN Podcasts
20260901,1574741668,American Prestige,1,1,151,Daniel Bessner & Derek Davison
20260901,1669610956,System Update with Glenn Greenwald,1,1,188,Rumble
20260901,1548554104,Volts,1,1,86,David Roberts
20260901,1647025876,Wendy Bell Radio Podcast,1,1,87,Wendy Bell
20260901,1378389941,Uncommon Knowledge,1,1,74,Hoover Institution
20260901,1896576050,Brian Tyler Cohen,1,1,215,Brian Tyler Cohen Network
20260901,1715894000,Trump's Terms,1,1,65,NPR
20260901,1587492577,The Mel K Show,1,1,164,Mel K
20260901,1660317917,Defending Democracy with Marc Elias,1,1,155,Democracy Docket
20260901,1635446643,The Coffee Klatch with Robert Reich,1,1,234,Robert Reich
20260901,1722246285,The Breakdown,1,1,184,Alberto fo sho
20260901,506779862,Lectures in History,1,1,249,C-SPAN
20260901,1147092464,Opening Arguments,1,1,141,Opening Arguments Media LLC
20260901,1695205478,What Really Matters with Walter Russell Mead,1,0,,
20260901,1263295815,The Pete Quiñones Show,1,1,147,Peter R Quiñones
20260901,1728340033,Mission Implausible,1,1,241,Jon Stern
20260901,1636762428,Dad Saves America,1,1,200,John Papola
20260901,1798460240,10 Minute Drill,1,1,103,Matt Whitlock
20260901,1471411980,American Thought Leaders,1,1,163,The Epoch Times
20260901,1714879044,The Tony Kinnett Cast,1,1,102,The Daily Signal
20260901,1579061364,Head in the Office,1,1,150,HITO Media LLC
20260901,1093260018,Slate News,1,1,165,Slate Podcasts
20260901,925428680,Conversations with Bill Kristol,1,0,,
20260901,1462195742,The Al Franken Podcast,1,1,247,The Al Franken Podcast
20260901,1576614213,American Conservative University,1,1,198,American Conservative University
20260901,1467993804,What the Hell Is Going On,1,0,,
20260901,1877144831,Paul Krugman Podcast,1,1,235,Paul Krugman
20260901,1709994511,UNGOVERNED,1,1,135,Shawn Farash
20260901,73329719,KQED's Forum,1,1,113,KQED
20260901,1785081636,The Mary Trump Podcast,1,1,149,Mary Trump Media
20260901,1432118523,The Damage Report with John Iadarola,1,1,96,TYT Network
20260901,791564318,Jacobin Radio,1,1,134,Jacobin
20260901,1843478428,Owen Report,1,1,132,Owen Shroyer
20260901,1531192509,Bad Faith,1,1,129,Briahna Joy Gray
20260901,1702202187,Perino on Politics,1,1,131,FOX News Podcasts
20260901,1568505052,MOATS with George Galloway,1,1,214,Molucca Media Ltd
20260901,380996798,"The Bob Cesca Show | Politics Podcast, News & Commentary",1,1,93,Bob Cesca
20260901,1172546141,The President’s Inbox,1,1,117,Council on Foreign Relations
20260901,1043245989,The Dig,1,1,189,Daniel Denvir
20260901,1535255041,Unf*cking The Republic,1,0,,
20260901,387042247,Washington Today,1,1,169,C-SPAN
20260901,682478916,War on the Rocks,1,1,62,Ryan Evans
20260901,983782306,Federalist Radio Hour,1,1,97,Radio America
20260901,1111319839,The Conversation with Dasha Burns,1,1,242,POLITICO
20260901,1476110521,Useful Idiots with Katie Halper and Aaron Maté,1,0,,
20260901,1549624070,Amarica's Constitution,1,1,166,Akhil Reed Amar
20260901,1289062927,ChinaTalk,1,1,158,Jordan Schneider
20260901,1570380458,The Victor Davis Hanson Show,1,1,187,Victor Davis Hanson and Jack Fowler
20260901,1356662668,Politically Georgia,1,1,128,The Atlanta Journal-Constitution
20260901,1725442221,Hawk Podcasts,1,1,191,Hawk
20260901,1721813926,Bad Hasbara - The World's Most Moral Podcast,1,1,154,Matt Lieb
20260901,1439837349,The Political Orphanage,1,1,210,Andrew Heaton
20260901,1671451793,Maiden Mother Matriarch with Louise Perry,1,1,195,Louise Perry
20260901,1502568407,SGT Report’s The Propaganda Antidote,1,1,125,SGT Report
20260901,1607829807,Mark Kaye Saves The Republic,1,1,218,Kayetriot Media
20260901,545045867,Scott Horton Show - Just the Interviews,1,1,89,Scott Horton
20260901,1317356120,The Peter McCormack Show,1,1,167,Peter McCormack
20260901,1570432345,Firing Line with Margaret Hoover,1,0,,
20260901,1818658022,"Life, Liberty & Levin Podcast",1,0,,
20260901,1634341981,Antiwar News With Dave DeCamp,1,1,202,Dave DeCamp
20260901,474763182,The Globalist,1,1,181,Monocle
20260901,1871628261,The Harry Sisson Show,1,0,,
20260901,1788891712,It's A Numbers Game with Ryan Girdusky,1,1,248,iHeartPodcasts
20260901,1654162813,The Kyle Seraphin Show,1,1,133,Kyle Seraphin
20260901,1480605295,POLITICO Energy,1,1,201,POLITICO
20260901,1648125917,Stay Free with Russell Brand,1,0,,
20260901,1612691018,THE WEEKEND SHOW,1,0,,
20260901,1880163995,The Kyle Kulinski Show,1,1,101,Kyle Kulinski
20260901,1536984072,The Dishcast with Andrew Sullivan,1,0,,
20260901,1309354521,Majority 54,1,0,,
20260901,1362265400,Timcast News,1,1,42,Timcast Media
20260901,1874174561,Hope For America with Heather Delaney Reese,1,0,,
20260901,124960485,"Best of the Left - Leftist Perspectives on Progressive Politics, News, Culture, Economics and Democracy",1,0,,
20260901,1587936366,The Inside Story Podcast,1,0,,
20260901,1594728054,The Great America Show,1,1,196,Fawcett Strategies
20260901,1767877239,No Gods No Mayors,1,1,130,The Office of the Mayor
20260901,1549502623,Cleanup on Aisle 45 with AG & Harry Dunn,1,1,108,MSW Media
20260901,956270301,Rational Security,1,0,,
20260901,1548086514,The Arena,1,0,,
20260901,1155629323,The Reason Roundtable,1,1,109,The Reason Roundtable
20260901,1868807558,Batya!,1,0,,
20260901,1592116227,The Breitbart News Daily Podcast,1,1,193,SiriusXM
20260901,1809246826,The Keith Edwards Show,1,1,238,Keith Edwards
20260901,1060110806,The Nation Podcasts,1,1,171,The Nation Magazine
20260901,702998658,Week In Review,1,0,,
20260901,1493858530,Hood Politics with Prop,1,1,137,Cool Zone Media and iHeartPodcasts
20260901,1485186805,Timothy Gordon Rules for Retrogrades Podcast,1,0,,
20260901,1567204040,The Drill Down with Peter Schweizer,1,1,98,Government Accountability Institute
20260901,1869456664,What's The Plan? with Leah Greenberg and Ezra Levin,1,0,,
20260901,1614844654,Week In Review,1,0,,
20260901,1751785203,Brad vs Everyone,1,0,,
20260901,1599891719,Seattle Nice,1,0,,
20260901,1368074498,The Lars Larson Show Pacific Northwest Podcast,1,1,182,Lars Larson
20260901,1800671132,Destiny,1,1,223,Destiny
20260901,1208232103,The Buck Sexton Show,1,0,,
20260901,1485021241,The Reason Interview With Nick Gillespie,1,1,136,The Reason Interview With Nick Gillespie
20260901,1606834013,The Josh Hammer Show,1,1,175,The Josh Hammer Show
20260901,1714009198,Mea Culpa,1,1,145,Podcast WABCRadio
20260901,1839861250,The Moment with Jorge Ramos and Paola Ramos,1,1,229,iHeartPodcasts
20260901,1449848509,I Don't Speak German,1,0,,
20260901,1633301179,Countdown with Keith Olbermann,1,1,180,iHeartPodcasts
20260901,1482179882,The Mona Charen Show,1,1,170,The Bulwark
20260901,1112258664,Russian Roulette,1,0,,
20260901,1721969693,Politix,1,1,139,Politix
20260901,1351411911,The TPM Show with Josh and Kate,1,1,106,Talking Points Memo
20260901,1212380212,The Five,0,1,28,FOX News Podcasts
20260901,1375568988,TRIGGERnometry,0,1,31,TRIGGERnometry
20260901,1611374685,The Rest Is Politics,0,1,38,Goalhanger
20260901,1493229344,The Dispatch Podcast,0,1,44,The Dispatch
20260901,1788738240,It’s That Part,0,1,47,Jesse Lee Hammonds
20260901,1879498704,Power and Consequences,0,1,68,Third Clumber Productions
20260901,1243130823,The John Kobylt Show,0,1,78,iHeartPodcasts
20260901,159752078,This Morning With Gordon Deal,0,1,79,Compass Media Networks
20260901,1473150244,Americast,0,1,84,BBC News
20260901,1801103648,The Nerd Reich,0,1,85,nerdreich
20260901,1601727251,Central Air,0,1,110,"Josh Barro, Megan McArdle & Ben Dreyfuss"
20260901,1651903715,The Rush Hour With Dave Neal,0,1,111,Dave Neal
20260901,1896805652,NARITAS,0,1,115,Yanis AHMADI
20260901,1769997814,Normally,0,1,116,iHeartPodcasts
20260901,1896897095,Wired In,0,1,121,The Daily Wire
20260901,1835450563,Sources & Methods,0,1,126,NPR
20260901,1552899676,The Luke Beasley Show,0,1,127,Luke Beasley
20260901,563127951,"Law Talk With Epstein, Yoo & Cooke",0,1,138,The Civitas Institute at the University of Texas at Austin
20260901,1530639447,THE OFFICIAL MEA CULPA WITH MICHAEL COHEN ARCHIVE,0,1,140,Audio Up Media
20260901,1573983987,On the Nose,0,1,142,Jewish Currents
20260901,1494037881,Checks and Balance from The Economist,0,1,143,The Economist
20260901,1882760486,Jack Cocchiarella Show,0,1,144,Jack Cocchiarella
20260901,1504048545,The Rachman Review,0,1,146,Financial Times
20260901,1504713161,El hilo,0,1,148,My Cultura and iHeartPodcasts
20260901,1701280578,The Sean Spicer Show,0,1,152,The Sean Spicer Show
20260901,155974141,Common Sense with Dan Carlin,0,1,156,Dan Carlin
20260901,1803015612,All Things with Kim Strassel,0,1,157,The Wall Street Journal
20260901,1665265193,The Rest Is Politics: Leading,0,1,159,Goalhanger
20260901,1605545539,In the Litter Box,0,1,160,Jewels Jones & Catturd
20260901,1893673410,Agitation Nation: A Podcast From The Fenton Forecast,0,1,161,David Fenton
20260901,1485109198,Politix,0,1,162,Politix
20260901,1507832825,Time To Say Goodbye,0,1,168,Time To Say Goodbye
20260901,1327641087,Political Breakdown,0,1,172,KQED
20260901,1195899470,The Takeout with Major Garrett,0,1,173,CBS News
20260901,1643776565,You're Wrong w/ Mollie Hemingway & David Harsanyi,0,1,174,Radio America
20260901,1762436723,Dan Wootton Outspoken,0,1,176,Dan Wootton
20260901,1805502607,The MiddleGround Mic,0,1,177,Joseph Steagall
20260901,863338913,Texas Standard,0,1,178,Texas Standard
20260901,1889550138,The Loren Piretra Show,0,1,179,Loren Piretra
20260901,1696250206,HasanAbi,0,1,183,HasanAbi
20260901,1871531782,Uncertain with DL Hughley,0,1,186,DL Hughley
20260901,1136826256,Election Profit Makers,0,1,190,Jon Kimball & David Rees
20260901,1591300785,Lost Debate,0,1,192,The Branch
20260901,1121407665,Sinica Podcast,0,1,194,Kaiser Kuo
20260901,1400926647,Gaslit Nation,0,1,199,Andrea Chalupa
20260901,1685475850,The Econoclasts,0,1,203,UnHerd
20260901,886656768,The Politics Bar,0,1,204,From The Bunker
20260901,1884144340,Get Angry,0,1,206,"Bryan Andrews, ItsLuke"
20260901,1692381473,The News Agents - USA,0,1,207,Global
20260901,1896561822,NORMAL GAYS Podcast,0,1,208,NORMAL GAYS
20260901,1625856906,不明白播客,0,1,209,袁莉和她的朋友们
20260901,1412905534,The Michael Steele Podcast,0,1,211,Michael Steele
20260901,960814054,The Ricochet Superfeed,0,1,212,Ricochet
20260901,1506676334,Means Morning News,0,1,213,Means Cooperative
20260901,1381291342,If You're Listening,0,1,216,ABC Australia
20260901,517293050,The Pete Kaliner Show,0,1,217,"Pete Kaliner - news, politics, NC"
20260901,1706536336,Political Currency,0,1,220,Persephonica
20260901,1668143992,Texas Minute,0,1,221,Texas Scorecard
20260901,1551827752,The Counsel,0,1,222,CAFE
20260901,1053981528,Economic Update with Richard D. Wolff,0,1,224,"Democracy at Work, Richard D. Wolff"
20260901,1547098165,Krystal Kyle & Friends,0,1,225,Krystal
20260901,1485475085,Stand Up! with Pete Dominick,0,1,226,pete dominick
20260901,1245265763,"Oh God, What Now?",0,1,227,Podmasters
20260901,1857136176,SPN LIVE - The Stew Peters Network,0,1,228,Stew Peters
20260901,1796721454,,0,1,230,
20260901,1843174639,"The Rich Zeoli Podcast: Daily Politics, Culture & Chaos",0,1,231,Rich Zeoli
20260901,1754976617,No BS Newshour with Charlie LeDuff,0,1,232,Charlie LeDuff
20260901,1700432142,RONZHEIMER.,0,1,233,Paul Ronzheimer
20260901,1721382033,Vibes Only,0,1,236,Brian Derrick and Glennis Meagher
20260901,1896591532,Nation States with Yates,0,1,237,iHeartPodcasts
20260901,1644366053,Decoding Fox News,0,1,239,I watch all the Fox News you'd never want to.
20260901,1733640626,,0,1,240,
20260901,1882414469,On the Road with Jonathan Martin,0,1,243,POLITICO
20260901,1450994745,Balance of Power,0,1,244,Bloomberg
20260901,1833272507,Executive Disorder: White House Weekly,0,1,245,Cool Zone Media and iHeartPodcasts
20260901,1562652774,DW News Brief,0,1,246,DW
20260901,1663927350,Multipolarity,0,1,250,Multipolarity
20260902,1192761536,Pod Save America,1,1,1,Pod Save America
20260902,1510240831,The MeidasTouch Podcast,1,1,4,MeidasTouch Network
20260902,1794450472,Bulwark Takes,1,1,9,The Bulwark
20260902,1447684472,The Bulwark Podcast,1,1,2,The Bulwark
20260902,1730358737,Letters from an American,1,1,8,Heather Cox Richardson
20260902,1750591415,Candace,1,1,3,Candace Owens
20260902,1617887885,The President's Daily Brief,1,1,11,The First TV
20260902,1050430296,The New Yorker Radio Hour,1,1,27,WNYC Studios and The New Yorker
20260902,1057255460,The NPR Politics Podcast,1,1,7,NPR
20260902,1865794721,Real Baron Podcast,1,1,25,Baron Coleman
20260902,1495601614,Verdict with Ted Cruz,1,1,26,iHeartPodcasts
20260902,1645614328,Fast Politics with Molly Jong-Fast,1,1,24,iHeartPodcasts
20260902,1640311112,The Necessary Conversation,1,1,36,The Necessary Conversation
20260902,1647085571,The Next Level,1,1,15,The Bulwark
20260902,1258635512,Radio Atlantic,1,1,30,The Atlantic
20260902,268213039,The Political Scene | The New Yorker,1,1,20,The New Yorker
20260902,1535384390,Ruthless Podcast,1,1,12,"Josh Holmes, Comfortably Smug, Michael Duncan and John Ashbrook"
20260902,1408796715,Runaway Country with Alex Wagner,1,1,40,Runaway Country with Alex Wagner
20260902,1774505095,Raging Moderates with Scott Galloway and Jessica Tarlov,1,1,13,Vox Media Podcast Network
20260902,1570045623,Breaking Points with Krystal and Saagar,1,1,6,iHeartPodcasts
20260902,1317481380,UnJustified,1,1,119,MSW Media
20260902,73330715,On the Media,1,1,33,WNYC Studios
20260902,1200016351,Pod Save the World,1,1,5,Pod Save the World
20260902,1692806415,The Briefing with Jen Psaki,1,1,14,"MS NOW, Jen Psaki"
20260902,1551206847,#SistersInLaw,1,1,45,Politicon
20260902,1485351658,Bannon`s War Room,1,1,21,WarRoom.org
20260902,1507444393,X22 Report,1,1,32,X22 Report
20260902,1314170606,All In with Chris Hayes,1,1,16,"MS NOW, Chris Hayes"
20260902,1795032531,The Jim Acosta Show,1,1,50,Jim Acosta
20260902,1367201919,Deadline: White House,1,1,10,"Nicolle Wallace, MS NOW"
20260902,75462585,NBC Nightly News with Tom Llamas,1,1,43,NBC News
20260902,1674095262,The Wright Report,1,1,34,Bryan Dean Wright
20260902,1456045551,Talking Feds,1,1,56,Harry Litman
20260902,1876034889,Breaking News from Pod Save America,1,1,48,Crooked Media
20260902,1551582052,The Lincoln Project,1,1,69,The Lincoln Project
20260902,158004641,Political Gabfest,1,1,99,Slate Podcasts
20260902,1303660358,The Fox News Rundown,1,1,51,FOX News Podcasts
20260902,1743030473,The Rest Is Politics: US,1,1,29,Goalhanger
20260902,1490993194,Advisory Opinions,1,1,35,The Dispatch
20260902,1586423406,The Focus Group Podcast,1,1,114,The Bulwark
20260902,91959525,This Week with George Stephanopoulos,1,1,153,ABC News
20260902,1529346075,Impolitic with John Heilemann,1,1,92,Audacy | Puck
20260902,1515399733,No Lie with Brian Tyler Cohen,1,1,83,Brian Tyler Cohen
20260902,1169056746,The Playbook Podcast,1,1,53,POLITICO
20260902,1495251160,John Solomon Reports,1,1,60,John Solomon
20260902,1549272440,The Daily Punch,1,1,63,Punchbowl News
20260902,1291144720,The Remnant with Jonah Goldberg,1,1,54,The Dispatch
20260902,1725387804,The Illegal News with Sarah Longwell,1,1,124,The Bulwark
20260902,1810218232,Next Up with Mark Halperin,1,1,59,MK Media
20260902,78911087,Face the Nation with Margaret Brennan,1,1,197,CBS News
20260902,597919007,The Young Turks,1,1,46,TYT Network
20260902,1314368109,The 11th Hour with Ali Velshi,1,1,41,"MS NOW, Ali Velshi"
20260902,1536169792,Talkin‘ Politics & Religion Without Killin‘ Each Other,1,1,88,"Scan Media, LLC"
20260902,929121341,Louder with Crowder,1,1,18,Louder with Crowder
20260902,1386375601,The Ben Ferguson Podcast,1,1,75,iHeartPodcasts
20260902,1818418128,Pod Force One,1,1,104,New York Post
20260902,402050558,The David Pakman Show,1,1,37,David Pakman
20260902,219258773,Brian Kilmeade Show,1,1,70,FOX News Podcasts
20260902,1265845136,Stay Tuned with Preet,1,1,19,Preet Bharara
20260902,1474001390,TRUE ANON TRUTH FEED,1,1,71,TrueAnon
20260902,1506127536,Making the Argument with Nick Freitas,1,1,52,Nick Freitas
20260902,1681586867,The Warning with Steve Schmidt,1,1,64,iHeartPodcasts
20260902,1873028393,Politics Chat,1,1,58,Heather Cox Richardson
20260902,1679657705,Main Justice,1,1,22,"MS NOW, Andrew Weissmann, Mary McCord"
20260902,1138657182,Liberty Lockdown,1,1,91,Clint Russell
20260902,402306412,The Majority Report with Sam Seder,1,1,49,Sam Seder
20260902,1364113251,The Beat with Ari Melber,1,1,39,"Ari Melber, MS NOW"
20260902,354628391,Renegade Talk Radio,1,1,94,Renegade Talk Radio
20260902,1595408601,The PoliticsGirl Podcast,1,0,,
20260902,1467297559,Hacks On Tap,1,1,17,Vox Media
20260902,1728152109,THE DAILY BLAST with Greg Sargent,1,1,23,Greg Sargent
20260902,1484862164,Politics War Room with James Carville & Al Hunt,1,1,55,Politicon
20260902,1452065072,Newt's World,1,1,185,Gingrich 360
20260902,1790957194,The 47 Morning Update with Ben Ferguson,1,1,80,iHeartPodcasts
20260902,1462703434,Know Your Enemy,1,1,123,Matthew Sitman
20260902,1886801652,Sidebar with Katie Phang,1,0,,
20260902,1584730781,The Benny Show,1,1,66,Benny Johnson
20260902,1517313007,The Hugh Hewitt Show: Highly Concentrated,1,1,57,Salem Podcast Network
20260902,1441649707,Straight White American Jesus,1,1,100,Bradley Onishi + Daniel Miller
20260902,1195206601,The Intercept Briefing,1,1,219,The Intercept
20260902,1538788132,Tangle,1,1,67,Isaac Saul
20260902,1294461271,GZERO World with Ian Bremmer,1,1,205,GZERO Media
20260902,1585243541,Human Events Daily with Jack Posobiec,1,1,120,Human Events with Jack Posobiec
20260902,1253076699,The Michael Berry Show,1,1,76,KTRH (KTRH-AM)
20260902,1635418897,The Chris Cuomo Project,1,1,81,Chris Cuomo
20260902,969924303,The Skepticrat,1,0,,
20260902,1623855270,The Foreign Affairs Interview,1,1,82,Foreign Affairs Magazine
20260902,73331636,The Brian Lehrer Show,1,1,77,WNYC
20260902,1822142909,Glenn Diesen - Greater Eurasia Podcast,1,1,107,Glenn Diesen
20260902,1072469956,Fox Across America w/ Jimmy Failla,1,1,90,FOX News Podcasts
20260902,1218054701,Rev Left Radio,1,1,122,Revolutionary Left Radio
20260902,1456850698,The Graham Allen Show,1,1,112,Graham Allen
20260902,1805186512,Going Rogue with Lara Logan,1,1,118,Lara Logan
20260902,1509826894,RealClearPolitics Podcast,1,1,73,"RealClearPolitics, Carl Cannon, Tom Bevan"
20260902,716825890,The Tom Woods Show,1,1,95,Tom Woods
20260902,1820648828,The Joy Reid Show,1,1,105,Joy-Ann Reid
20260902,1889705401,Nobody Knows Anything,1,0,,
20260902,1573813504,The Smerconish Podcast,1,1,72,SiriusXM
20260902,1696974077,The Source with Kaitlan Collins,1,1,61,CNN Podcasts
20260902,1574741668,American Prestige,1,1,151,Daniel Bessner & Derek Davison
20260902,1669610956,System Update with Glenn Greenwald,1,1,188,Rumble
20260902,1548554104,Volts,1,1,86,David Roberts
20260902,1647025876,Wendy Bell Radio Podcast,1,1,87,Wendy Bell
20260902,1378389941,Uncommon Knowledge,1,1,74,Hoover Institution
20260902,1896576050,Brian Tyler Cohen,1,1,215,Brian Tyler Cohen Network
20260902,1715894000,Trump's Terms,1,1,65,NPR
20260902,1587492577,The Mel K Show,1,1,164,Mel K
20260902,1660317917,Defending Democracy with Marc Elias,1,1,155,Democracy Docket
20260902,1635446643,The Coffee Klatch with Robert Reich,1,1,234,Robert Reich
20260902,1722246285,The Breakdown,1,1,184,Alberto fo sho
20260902,506779862,Lectures in History,1,1,249,C-SPAN
20260902,1147092464,Opening Arguments,1,1,141,Opening Arguments Media LLC
20260902,1695205478,What Really Matters with Walter Russell Mead,1,0,,
20260902,1263295815,The Pete Quiñones Show,1,1,147,Peter R Quiñones
20260902,1728340033,Mission Implausible,1,1,241,Jon Stern
20260902,1636762428,Dad Saves America,1,1,200,John Papola
20260902,1798460240,10 Minute Drill,1,1,103,Matt Whitlock
20260902,1471411980,American Thought Leaders,1,1,163,The Epoch Times
20260902,1714879044,The Tony Kinnett Cast,1,1,102,The Daily Signal
20260902,1579061364,Head in the Office,1,1,150,HITO Media LLC
20260902,1093260018,Slate News,1,1,165,Slate Podcasts
20260902,925428680,Conversations with Bill Kristol,1,0,,
20260902,1462195742,The Al Franken Podcast,1,1,247,The Al Franken Podcast
20260902,1576614213,American Conservative University,1,1,198,American Conservative University
20260902,1467993804,What the Hell Is Going On,1,0,,
20260902,1877144831,Paul Krugman Podcast,1,1,235,Paul Krugman
20260902,1709994511,UNGOVERNED,1,1,135,Shawn Farash
20260902,73329719,KQED's Forum,1,1,113,KQED
20260902,1785081636,The Mary Trump Podcast,1,1,149,Mary Trump Media
20260902,1432118523,The Damage Report with John Iadarola,1,1,96,TYT Network
20260902,791564318,Jacobin Radio,1,1,134,Jacobin
20260902,1843478428,Owen Report,1,1,132,Owen Shroyer
20260902,1531192509,Bad Faith,1,1,129,Briahna Joy Gray
20260902,1702202187,Perino on Politics,1,1,131,FOX News Podcasts
20260902,1568505052,MOATS with George Galloway,1,1,214,Molucca Media Ltd
20260902,380996798,"The Bob Cesca Show | Politics Podcast, News & Commentary",1,1,93,Bob Cesca
20260902,1172546141,The President’s Inbox,1,1,117,Council on Foreign Relations
20260902,1043245989,The Dig,1,1,189,Daniel Denvir
20260902,1535255041,Unf*cking The Republic,1,0,,
20260902,387042247,Washington Today,1,1,169,C-SPAN
20260902,682478916,War on the Rocks,1,1,62,Ryan Evans
20260902,983782306,Federalist Radio Hour,1,1,97,Radio America
20260902,1111319839,The Conversation with Dasha Burns,1,1,242,POLITICO
20260902,1476110521,Useful Idiots with Katie Halper and Aaron Maté,1,0,,
20260902,1549624070,Amarica's Constitution,1,1,166,Akhil Reed Amar
20260902,1289062927,ChinaTalk,1,1,158,Jordan Schneider
20260902,1570380458,The Victor Davis Hanson Show,1,1,187,Victor Davis Hanson and Jack Fowler
20260902,1356662668,Politically Georgia,1,1,128,The Atlanta Journal-Constitution
20260902,1725442221,Hawk Podcasts,1,1,191,Hawk
20260902,1721813926,Bad Hasbara - The World's Most Moral Podcast,1,1,154,Matt Lieb
20260902,1439837349,The Political Orphanage,1,1,210,Andrew Heaton
20260902,1671451793,Maiden Mother Matriarch with Louise Perry,1,1,195,Louise Perry
20260902,1502568407,SGT Report’s The Propaganda Antidote,1,1,125,SGT Report
20260902,1607829807,Mark Kaye Saves The Republic,1,1,218,Kayetriot Media
20260902,545045867,Scott Horton Show - Just the Interviews,1,1,89,Scott Horton
20260902,1317356120,The Peter McCormack Show,1,1,167,Peter McCormack
